"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Haliotis diversicolor aquatilis","Zinc","Children","5-9",0.35,35
"Halocynthia roretzi, halocynthia aurantium","Calcium","Children","5-9",0.04,4
"Halocynthia roretzi, halocynthia aurantium","Copper","Children","5-9",0.558823529411765,55.8823529411765
"Halocynthia roretzi, halocynthia aurantium","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Halocynthia roretzi, halocynthia aurantium","Phosphorus","Children","5-9",0.135802469135802,13.5802469135802
"Halocynthia roretzi, halocynthia aurantium","Riboflavin","Children","5-9",260,26000
"Halocynthia roretzi, halocynthia aurantium","Vitamin C","Children","5-9",0.136363636363636,13.6363636363636
"Halocynthia roretzi, halocynthia aurantium","Zinc","Children","5-9",1.325,132.5
"Helostoma temminckii","Calcium","Children","5-9",1.53144,153.144
"Helostoma temminckii","Zinc","Children","5-9",0.457305,45.7305
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Calcium","Children","5-9",0.015,1.5
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Phosphorus","Children","5-9",0.962962962962963,96.2962962962963
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Riboflavin","Children","5-9",880,88000
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Vitamin C","Children","5-9",0.136363636363636,13.6363636363636
"Hemicentrotus pulcherrimus, anthocidaris crassispina*","Zinc","Children","5-9",0.5,50
"Heteropneustes fossilis","Calcium","Children","5-9",0.236875,23.6875
"Heteropneustes fossilis","Copper","Children","5-9",0.167647058823529,16.7647058823529
"Heteropneustes fossilis","Magnesium","Children","5-9",0.336363636363636,33.6363636363636
"Heteropneustes fossilis","Phosphorus","Children","5-9",0.646913580246914,64.6913580246914
"Heteropneustes fossilis","Riboflavin","Children","5-9",1200,120000
"Heteropneustes fossilis","Thiamin","Children","5-9",0.18,18
"Heteropneustes fossilis","Zinc","Children","5-9",0.20625,20.625
"Hexagrammos otakii","Calcium","Children","5-9",0.06875,6.875
"Hexagrammos otakii","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Hexagrammos otakii","Magnesium","Children","5-9",0.354545454545455,35.4545454545455
"Hexagrammos otakii","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Hexagrammos otakii","Riboflavin","Children","5-9",520,52000
"Hexagrammos otakii","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Hexagrammos otakii","Zinc","Children","5-9",0.125,12.5
"Hexaplex trunculus","Calcium","Children","5-9",0.843,84.3
"Hexaplex trunculus","Copper","Children","5-9",9.11764705882353,911.764705882353
"Hexaplex trunculus","Magnesium","Children","5-9",1.62454545454545,162.454545454545
"Hexaplex trunculus","Phosphorus","Children","5-9",0.235061728395062,23.5061728395062
"Hexaplex trunculus","Zinc","Children","5-9",28.2,2820
"Hippoglossoides dubius, microstomus achne","Calcium","Children","5-9",0.025,2.5
"Hippoglossoides dubius, microstomus achne","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Hippoglossoides dubius, microstomus achne","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Hippoglossoides dubius, microstomus achne","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Hippoglossoides dubius, microstomus achne","Riboflavin","Children","5-9",400,40000
"Hippoglossoides dubius, microstomus achne","Vitamin C","Children","5-9",0.181818181818182,18.1818181818182
"Hippoglossoides dubius, microstomus achne","Zinc","Children","5-9",0.2,20
"Hippoglossus hippoglossus","Calcium","Children","5-9",0.006875,0.6875
"Hippoglossus hippoglossus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Hippoglossus hippoglossus","Magnesium","Children","5-9",0.190909090909091,19.0909090909091
"Hippoglossus hippoglossus","Phosphorus","Children","5-9",0.535802469135802,53.5802469135802
"Hippoglossus hippoglossus","Riboflavin","Children","5-9",120,12000
"Hippoglossus hippoglossus","Thiamin","Children","5-9",0.12,12
"Hippoglossus hippoglossus","Vitamin C","Children","5-9",0,0
"Hippoglossus hippoglossus","Zinc","Children","5-9",0.1,10
"Hippoglossus stenolepis","Calcium","Children","5-9",0.0275,2.75
"Hippoglossus stenolepis","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Hippoglossus stenolepis","Magnesium","Children","5-9",0.240909090909091,24.0909090909091
"Hippoglossus stenolepis","Phosphorus","Children","5-9",0.548148148148148,54.8148148148148
"Hippoglossus stenolepis","Riboflavin","Children","5-9",120,12000
"Hippoglossus stenolepis","Thiamin","Children","5-9",0.24,24
"Hippoglossus stenolepis","Vitamin C","Children","5-9",0,0
"Hippoglossus stenolepis","Zinc","Children","5-9",0.075,7.5
"Hirundichthys oxycephalus","Calcium","Children","5-9",0.055,5.5
"Hirundichthys oxycephalus","Riboflavin","Children","5-9",160,16000
"Hirundichthys oxycephalus","Thiamin","Children","5-9",0.04,4
"Hirundichthys oxycephalus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Hirundichthys oxycephalus","Zinc","Children","5-9",0.13,13
"Homarus americanus","Calcium","Children","5-9",0.065625,6.5625
"Homarus americanus","Copper","Children","5-9",3.23529411764706,323.529411764706
"Homarus americanus","Magnesium","Children","5-9",0.295454545454545,29.5454545454545
"Homarus americanus","Phosphorus","Children","5-9",0.579012345679012,57.9012345679012
"Homarus americanus","Riboflavin","Children","5-9",140,14000
"Homarus americanus","Thiamin","Children","5-9",0.12,12
"Homarus americanus","Vitamin C","Children","5-9",0.0977272727272727,9.77272727272727
"Homarus americanus","Zinc","Children","5-9",0.8425,84.25
"Homarus gammarus","Calcium","Children","5-9",0.061875,6.1875
"Homarus gammarus","Copper","Children","5-9",2.97058823529412,297.058823529412
"Homarus gammarus","Magnesium","Children","5-9",0.204545454545455,20.4545454545455
"Homarus gammarus","Phosphorus","Children","5-9",0.579012345679012,57.9012345679012
"Homarus gammarus","Riboflavin","Children","5-9",140,14000
"Homarus gammarus","Thiamin","Children","5-9",0.04,4
"Homarus gammarus","Vitamin C","Children","5-9",0.109090909090909,10.9090909090909
"Homarus gammarus","Zinc","Children","5-9",0.7025,70.25
"Hoplostethus atlanticus","Calcium","Children","5-9",0.01125,1.125
"Hoplostethus atlanticus","Copper","Children","5-9",0.220588235294118,22.0588235294118
"Hoplostethus atlanticus","Magnesium","Children","5-9",0.154545454545455,15.4545454545455
"Hoplostethus atlanticus","Phosphorus","Children","5-9",0.264197530864198,26.4197530864198
"Hoplostethus atlanticus","Thiamin","Children","5-9",0.062,6.2
"Hoplostethus atlanticus","Zinc","Children","5-9",0.0575,5.75
"Hydrocynus forskalii","Calcium","Children","5-9",0.03075,3.075
"Hydrocynus forskalii","Magnesium","Children","5-9",0.130909090909091,13.0909090909091
"Hydrocynus forskalii","Phosphorus","Children","5-9",0.0395061728395062,3.95061728395062
"Hymenopenaeus mulleri","Calcium","Children","5-9",0.085625,8.5625
"Hymenopenaeus mulleri","Copper","Children","5-9",1.15,115
"Hymenopenaeus mulleri","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Hymenopenaeus mulleri","Phosphorus","Children","5-9",0.517283950617284,51.7283950617284
"Hymenopenaeus mulleri","Riboflavin","Children","5-9",60,6000
"Hymenopenaeus mulleri","Thiamin","Children","5-9",0.06,6
"Hymenopenaeus mulleri","Vitamin C","Children","5-9",0,0
"Hymenopenaeus mulleri","Zinc","Children","5-9",0.2775,27.75
"Hypomesus japonicus","Calcium","Children","5-9",0.04375,4.375
"Hypomesus japonicus","Copper","Children","5-9",0.235294117647059,23.5294117647059
"Hypomesus japonicus","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Hypomesus japonicus","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Hypomesus japonicus","Riboflavin","Children","5-9",280,28000
"Hypomesus japonicus","Vitamin C","Children","5-9",0,0
"Hypomesus japonicus","Zinc","Children","5-9",0.325,32.5
"Hypomesus nipponensis","Calcium","Children","5-9",0.5625,56.25
"Hypomesus nipponensis","Copper","Children","5-9",0.558823529411765,55.8823529411765
"Hypomesus nipponensis","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Hypomesus nipponensis","Phosphorus","Children","5-9",0.864197530864197,86.4197530864197
"Hypomesus nipponensis","Riboflavin","Children","5-9",280,28000
"Hypomesus nipponensis","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Hypomesus nipponensis","Zinc","Children","5-9",0.5,50
"Hypomesus olidus","Calcium","Children","5-9",0.9375,93.75
"Hypomesus olidus","Phosphorus","Children","5-9",1.67901234567901,167.901234567901
"Hypophthalmichthys molitrix","Calcium","Children","5-9",0.0275,2.75
"Hypophthalmichthys molitrix","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Hypophthalmichthys molitrix","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Hypophthalmichthys molitrix","Phosphorus","Children","5-9",0.449382716049383,44.9382716049383
"Hypophthalmichthys molitrix","Riboflavin","Children","5-9",180,18000
"Hypophthalmichthys molitrix","Thiamin","Children","5-9",0.16,16
"Hypophthalmichthys molitrix","Zinc","Children","5-9",0.07,7
"Hypophthalmichthys nobilis","Calcium","Children","5-9",0.065,6.5
"Hypophthalmichthys nobilis","Riboflavin","Children","5-9",110,11000
"Hypophthalmichthys nobilis","Thiamin","Children","5-9",0.23,23
"Hypophthalmichthys nobilis","Vitamin C","Children","5-9",0,0
"Hypophthalmichthys nobilis","Zinc","Children","5-9",0.37,37
"Hyporhamphus limbatus","Calcium","Children","5-9",1.625,162.5
"Hyporhamphus limbatus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Hyporhamphus limbatus","Magnesium","Children","5-9",0.463636363636364,46.3636363636364
"Hyporhamphus limbatus","Phosphorus","Children","5-9",1.90123456790123,190.123456790123
"Hyporhamphus limbatus","Zinc","Children","5-9",0.9,90
"Hyporhamphus sajori","Calcium","Children","5-9",0.05125,5.125
"Hyporhamphus sajori","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Hyporhamphus sajori","Magnesium","Children","5-9",0.336363636363636,33.6363636363636
"Hyporhamphus sajori","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Hyporhamphus sajori","Riboflavin","Children","5-9",240,24000
"Hyporhamphus sajori","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Hyporhamphus sajori","Zinc","Children","5-9",0.475,47.5
"Ictalurus punctatus","Calcium","Children","5-9",0.0175,1.75
"Ictalurus punctatus","Copper","Children","5-9",0.264705882352941,26.4705882352941
"Ictalurus punctatus","Magnesium","Children","5-9",0.2,20
"Ictalurus punctatus","Phosphorus","Children","5-9",0.525925925925926,52.5925925925926
"Ictalurus punctatus","Riboflavin","Children","5-9",140,14000
"Ictalurus punctatus","Thiamin","Children","5-9",0.42,42
"Ictalurus punctatus","Vitamin C","Children","5-9",0.0181818181818182,1.81818181818182
"Ictalurus punctatus","Zinc","Children","5-9",0.2075,20.75
"Ilisha africana","Zinc","Children","5-9",0.05175,5.175
"Ilisha melastoma","Calcium","Children","5-9",1.05775,105.775
"Inimicus japonicus","Calcium","Children","5-9",0.03875,3.875
"Inimicus japonicus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Inimicus japonicus","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Inimicus japonicus","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Inimicus japonicus","Riboflavin","Children","5-9",240,24000
"Inimicus japonicus","Vitamin C","Children","5-9",0,0
"Inimicus japonicus","Zinc","Children","5-9",0.175,17.5
"Isurus oxyrinchus","Calcium","Children","5-9",0.015,1.5
"Isurus oxyrinchus","Copper","Children","5-9",0.102941176470588,10.2941176470588
"Isurus oxyrinchus","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Isurus oxyrinchus","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Isurus oxyrinchus","Zinc","Children","5-9",0.1,10
"Jasus edwardsii","Calcium","Children","5-9",0.05375,5.375
"Jasus edwardsii","Copper","Children","5-9",2.30882352941176,230.882352941176
"Jasus edwardsii","Magnesium","Children","5-9",0.363636363636364,36.3636363636364
"Jasus edwardsii","Phosphorus","Children","5-9",0.750617283950617,75.0617283950617
"Jasus edwardsii","Riboflavin","Children","5-9",140,14000
"Jasus edwardsii","Thiamin","Children","5-9",0.25,25
"Jasus edwardsii","Vitamin C","Children","5-9",0.0659090909090909,6.59090909090909
"Jasus edwardsii","Zinc","Children","5-9",0.52125,52.125
"Jasus spp., panulirus spp.","Calcium","Children","5-9",0.06125,6.125
"Jasus spp., panulirus spp.","Copper","Children","5-9",1.12058823529412,112.058823529412
"Jasus spp., panulirus spp.","Magnesium","Children","5-9",0.363636363636364,36.3636363636364
"Jasus spp., panulirus spp.","Phosphorus","Children","5-9",0.587654320987654,58.7654320987654
"Jasus spp., panulirus spp.","Thiamin","Children","5-9",0.014,1.4
"Jasus spp., panulirus spp.","Zinc","Children","5-9",1.4175,141.75
"Katharina tunicata","Calcium","Children","5-9",0.15125,15.125
"Katharina tunicata","Riboflavin","Children","5-9",680,68000
"Katharina tunicata","Thiamin","Children","5-9",0.1,10
"Katsuwonus pelamis","Calcium","Children","5-9",0.011875,1.1875
"Katsuwonus pelamis","Copper","Children","5-9",0.308823529411765,30.8823529411765
"Katsuwonus pelamis","Magnesium","Children","5-9",0.363636363636364,36.3636363636364
"Katsuwonus pelamis","Phosphorus","Children","5-9",0.666666666666667,66.6666666666667
"Katsuwonus pelamis","Riboflavin","Children","5-9",330,33000
"Katsuwonus pelamis","Vitamin C","Children","5-9",0,0
"Katsuwonus pelamis","Zinc","Children","5-9",0.2125,21.25
"Konosirus punctatus","Calcium","Children","5-9",0.2375,23.75
"Konosirus punctatus","Copper","Children","5-9",0.470588235294118,47.0588235294118
"Konosirus punctatus","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Konosirus punctatus","Phosphorus","Children","5-9",0.567901234567901,56.7901234567901
"Konosirus punctatus","Riboflavin","Children","5-9",340,34000
"Konosirus punctatus","Vitamin C","Children","5-9",0,0
"Konosirus punctatus","Zinc","Children","5-9",0.175,17.5
"Labeo bata","Calcium","Children","5-9",0.61625,61.625
"Labeo bata","Copper","Children","5-9",0.5,50
"Labeo bata","Magnesium","Children","5-9",0.3,30
"Labeo bata","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Labeo bata","Riboflavin","Children","5-9",200,20000
"Labeo bata","Thiamin","Children","5-9",0.16,16
"Labeo bata","Zinc","Children","5-9",0.235,23.5
"Labeo calbasu","Calcium","Children","5-9",0.01625,1.625
"Labeo calbasu","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Labeo calbasu","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Labeo calbasu","Phosphorus","Children","5-9",0.348148148148148,34.8148148148148
"Labeo calbasu","Riboflavin","Children","5-9",140,14000
"Labeo calbasu","Thiamin","Children","5-9",0.1,10
"Labeo calbasu","Zinc","Children","5-9",0.09,9
"Labeo dero","Calcium","Children","5-9",1.77875,177.875
"Labeo dero","Zinc","Children","5-9",0.0825,8.25
"Labeo dyocheilus","Calcium","Children","5-9",1.27125,127.125
"Labeo dyocheilus","Zinc","Children","5-9",0.075,7.5
"Labeo gonius","Calcium","Children","5-9",0.0375,3.75
"Labeo gonius","Copper","Children","5-9",0.264705882352941,26.4705882352941
"Labeo gonius","Magnesium","Children","5-9",0.381818181818182,38.1818181818182
"Labeo gonius","Phosphorus","Children","5-9",0.432098765432099,43.2098765432099
"Labeo gonius","Riboflavin","Children","5-9",140,14000
"Labeo gonius","Thiamin","Children","5-9",0.12,12
"Labeo gonius","Zinc","Children","5-9",0.015,1.5
"Labeo niloticus","Calcium","Children","5-9",0.029625,2.9625
"Labeo niloticus","Magnesium","Children","5-9",0.234545454545455,23.4545454545455
"Labeo niloticus","Phosphorus","Children","5-9",0.0518518518518519,5.18518518518519
"Labeo pangusia","Calcium","Children","5-9",2.52625,252.625
"Labeo pangusia","Zinc","Children","5-9",0.065,6.5
"Labeo rohita","Calcium","Children","5-9",0.425,42.5
"Labeo rohita","Copper","Children","5-9",1.02941176470588,102.941176470588
"Labeo rohita","Magnesium","Children","5-9",0.222727272727273,22.2727272727273
"Labeo rohita","Phosphorus","Children","5-9",0.432098765432099,43.2098765432099
"Labeo rohita","Riboflavin","Children","5-9",170,17000
"Labeo rohita","Thiamin","Children","5-9",0.66,66
"Labeo rohita","Zinc","Children","5-9",0.2825,28.25
"Labracoglossa argentiventris","Calcium","Children","5-9",0.05125,5.125
"Labracoglossa argentiventris","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Labracoglossa argentiventris","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Labracoglossa argentiventris","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Labracoglossa argentiventris","Riboflavin","Children","5-9",360,36000
"Labracoglossa argentiventris","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
